split,stem,source_image,source_mask,output_image,output_mask_original,output_mask_binary,image_hash,mask_hash
train,cju2trbpkv0c00988hxla5dzz,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju2trbpkv0c00988hxla5dzz.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju2trbpkv0c00988hxla5dzz.jpg,train/images/cju2trbpkv0c00988hxla5dzz.jpg,train/masks_original/cju2trbpkv0c00988hxla5dzz.jpg,train/masks_binary/cju2trbpkv0c00988hxla5dzz.png,2bcf560a95ca47264acd34504f3c672d94c7f7b8eb69421be6572b9b254430f1,57bc82dba12721593b52cdb5e840f3a59ed4aace8c12619a48386b284b6b8290
train,cju2trtjf4qjd0878a2zle9v9,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju2trtjf4qjd0878a2zle9v9.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju2trtjf4qjd0878a2zle9v9.jpg,train/images/cju2trtjf4qjd0878a2zle9v9.jpg,train/masks_original/cju2trtjf4qjd0878a2zle9v9.jpg,train/masks_binary/cju2trtjf4qjd0878a2zle9v9.png,c2313638619861dfe96e0969bcb65177fb2234c904cb9db6115181c308ee957f,d1c7fe8459db5914d4528f22901d61900c212637f73a80de0baf3724e5248c9e
train,cju2tvrvm53ws0801a0jfjdxg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju2tvrvm53ws0801a0jfjdxg.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju2tvrvm53ws0801a0jfjdxg.jpg,train/images/cju2tvrvm53ws0801a0jfjdxg.jpg,train/masks_original/cju2tvrvm53ws0801a0jfjdxg.jpg,train/masks_binary/cju2tvrvm53ws0801a0jfjdxg.png,773631c35f1a8aba9ee649f2d08beb518212f79bd7045aeb36f12a4a4844d7ea,739a90692152073cd4cc282bba7fa30c98299f6dab4198dc67a948d943382b92
train,cju2txjfzv60w098839dcimys,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju2txjfzv60w098839dcimys.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju2txjfzv60w098839dcimys.jpg,train/images/cju2txjfzv60w098839dcimys.jpg,train/masks_original/cju2txjfzv60w098839dcimys.jpg,train/masks_binary/cju2txjfzv60w098839dcimys.png,1917d8e1403eb918030741548be1f2f339e00907d989dd14138c23962dfd17c5,f25a26fc3f370ef7f4989e77030efd307a3953ca51fca8a6fadfc3200905576a
train,cju2tzypl4wss0799ow05oxb9,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju2tzypl4wss0799ow05oxb9.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju2tzypl4wss0799ow05oxb9.jpg,train/images/cju2tzypl4wss0799ow05oxb9.jpg,train/masks_original/cju2tzypl4wss0799ow05oxb9.jpg,train/masks_binary/cju2tzypl4wss0799ow05oxb9.png,42b3cde989fb734acedd999b0d4b73c3efc09b03ae1b83cb763ba3d3f3134406,6a9fd08e40e2f8dfd1673448065be154e8bbcc40365b729ca598ddb1fb81b02f
train,cju2u2b9o4zvp08788qb9nqxj,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju2u2b9o4zvp08788qb9nqxj.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju2u2b9o4zvp08788qb9nqxj.jpg,train/images/cju2u2b9o4zvp08788qb9nqxj.jpg,train/masks_original/cju2u2b9o4zvp08788qb9nqxj.jpg,train/masks_binary/cju2u2b9o4zvp08788qb9nqxj.png,e2900724e6b60ae3600875fc87443aa5d552d251b5e6dcdeb817e1898f16eafe,65b8748cf74b5cef65d6e710f5e70d2e52a880d17e896d3a0367ef94192295fa
train,cju2u4pymvc720988wsxrmi84,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju2u4pymvc720988wsxrmi84.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju2u4pymvc720988wsxrmi84.jpg,train/images/cju2u4pymvc720988wsxrmi84.jpg,train/masks_original/cju2u4pymvc720988wsxrmi84.jpg,train/masks_binary/cju2u4pymvc720988wsxrmi84.png,b521f005060bddaa186ba3af9b394af2411b87db7a8dcaf2d3ff8bb1dde099ac,4feb2ff579fc57496cb8e52300d941f2d8e046852b6b4fdb8ddd06a08672fcbc
train,cju2u73dj53oz0878486k8k4b,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju2u73dj53oz0878486k8k4b.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju2u73dj53oz0878486k8k4b.jpg,train/images/cju2u73dj53oz0878486k8k4b.jpg,train/masks_original/cju2u73dj53oz0878486k8k4b.jpg,train/masks_binary/cju2u73dj53oz0878486k8k4b.png,e64297274cc9c03765d6e50bd6c28534d0dc01579b08ea76ea12948084b5864e,794559d4aa96b7aa0df4e447ce3a5aadbd765c37abbca4c5c5ead3183e2ab08d
train,cju2ueb6j5ado0878vf5md13o,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju2ueb6j5ado0878vf5md13o.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju2ueb6j5ado0878vf5md13o.jpg,train/images/cju2ueb6j5ado0878vf5md13o.jpg,train/masks_original/cju2ueb6j5ado0878vf5md13o.jpg,train/masks_binary/cju2ueb6j5ado0878vf5md13o.png,8300b035c412c5ab49f09870487557d07b91fd9014c322012f8cb0d5192885d1,79453b3ea8a7b246c15472c6b735c4db7c2deaabc083907c77a106da85c189fb
train,cju2ulk385h170799rlklxob0,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju2ulk385h170799rlklxob0.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju2ulk385h170799rlklxob0.jpg,train/images/cju2ulk385h170799rlklxob0.jpg,train/masks_original/cju2ulk385h170799rlklxob0.jpg,train/masks_binary/cju2ulk385h170799rlklxob0.png,d1453444bdc6ec8d7878d09dceb7db397ee39cc7af320099ee822f3335439019,a92ca64c7a093f8ae7c33ade6896efcbc03d80884a59e5271e8d5865a8a700b8
train,cju2uokeg5jm20799xwgsyz89,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju2uokeg5jm20799xwgsyz89.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju2uokeg5jm20799xwgsyz89.jpg,train/images/cju2uokeg5jm20799xwgsyz89.jpg,train/masks_original/cju2uokeg5jm20799xwgsyz89.jpg,train/masks_binary/cju2uokeg5jm20799xwgsyz89.png,055a7676fede83c9a216120ec490829c247fe45061b0aafeb17ae93cd9201efa,daa042ab62d0654f9f4d54172f3c9185e63429aae79fff059cda1c796cafacba
train,cju2upu4evw7g08358guwozxv,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju2upu4evw7g08358guwozxv.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju2upu4evw7g08358guwozxv.jpg,train/images/cju2upu4evw7g08358guwozxv.jpg,train/masks_original/cju2upu4evw7g08358guwozxv.jpg,train/masks_binary/cju2upu4evw7g08358guwozxv.png,b5d4749a8c5b71d4e32e59d39729390d32d8f1aabd07796c9d99e37888631b88,ca7a55e55cc719a79269502e9e1c374b729d388393df8e76f7f7ece0a36c42cf
train,cju2urqpwvxw70835rvndvtsi,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju2urqpwvxw70835rvndvtsi.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju2urqpwvxw70835rvndvtsi.jpg,train/images/cju2urqpwvxw70835rvndvtsi.jpg,train/masks_original/cju2urqpwvxw70835rvndvtsi.jpg,train/masks_binary/cju2urqpwvxw70835rvndvtsi.png,58dc86cb636c1d31776b9fc561856e4fbece83f6f629020809ec282c29f52e19,8a6447d5a79bad1f5ee94b586a26ebe57ce400ffd78439f403f4fea265db3468
train,cju2uwz9f5yf1085506cfamfx,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju2uwz9f5yf1085506cfamfx.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju2uwz9f5yf1085506cfamfx.jpg,train/images/cju2uwz9f5yf1085506cfamfx.jpg,train/masks_original/cju2uwz9f5yf1085506cfamfx.jpg,train/masks_binary/cju2uwz9f5yf1085506cfamfx.png,8a8b83268cdd2cda2997eb40ae16dfeccb574c8b60122cecf6d5f132715c1b0c,d54975ce2b1cd8f69cab0190c6d4884f89d2d4f425bd304f6b470aa10f146a0e
train,cju2uy8ox62jo0801g88hh42z,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju2uy8ox62jo0801g88hh42z.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju2uy8ox62jo0801g88hh42z.jpg,train/images/cju2uy8ox62jo0801g88hh42z.jpg,train/masks_original/cju2uy8ox62jo0801g88hh42z.jpg,train/masks_binary/cju2uy8ox62jo0801g88hh42z.png,c3b787efb7021fd4f66c3f22e14fe767c49b9039b23540141d55d7158a06b637,c0744e037e4c27e6730dbe30f0645b00b7c6dfcbccce61ef5614e5fd2a137383
train,cju2uzabhs6er0993x3aaf87p,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju2uzabhs6er0993x3aaf87p.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju2uzabhs6er0993x3aaf87p.jpg,train/images/cju2uzabhs6er0993x3aaf87p.jpg,train/masks_original/cju2uzabhs6er0993x3aaf87p.jpg,train/masks_binary/cju2uzabhs6er0993x3aaf87p.png,1f734b259095a50b13cba8ef5c3d38d89b3ff02fa32116ce02218f96380bb14d,016425e2526860c8a94c65134a9f21eb529aaf97cf45db32fad32fc99fbf4377
train,cju2wtwj87kys0855kx6mddzw,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju2wtwj87kys0855kx6mddzw.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju2wtwj87kys0855kx6mddzw.jpg,train/images/cju2wtwj87kys0855kx6mddzw.jpg,train/masks_original/cju2wtwj87kys0855kx6mddzw.jpg,train/masks_binary/cju2wtwj87kys0855kx6mddzw.png,eaf35382459a59e52b710744c50b14098b340f75c3a8a9a72da9eb9c86b4700a,593374f7407ad3618ca94c12098c3205849cc164b19c0f0d629af35b19e79e29
train,cju2wve9v7esz0878mxsdcy04,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju2wve9v7esz0878mxsdcy04.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju2wve9v7esz0878mxsdcy04.jpg,train/images/cju2wve9v7esz0878mxsdcy04.jpg,train/masks_original/cju2wve9v7esz0878mxsdcy04.jpg,train/masks_binary/cju2wve9v7esz0878mxsdcy04.png,5e971bfd70983fd6e31808aa1de4f8535176c3f8bf36bd0f60d7086e91b116d8,e3c476a5fe36d43829ce1c892f684f736d85f673a95621bc691bb65babbee167
train,cju2wx0gh7fpz0878wwyd9ep8,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju2wx0gh7fpz0878wwyd9ep8.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju2wx0gh7fpz0878wwyd9ep8.jpg,train/images/cju2wx0gh7fpz0878wwyd9ep8.jpg,train/masks_original/cju2wx0gh7fpz0878wwyd9ep8.jpg,train/masks_binary/cju2wx0gh7fpz0878wwyd9ep8.png,08ba1ec598f903a5e54fffe3cb3f65fb6d3909f841f8fedec8cef0e2abffe87a,d866ddad367a5877fc9e0aa29d623320b2d0b35b3acdc9445c389a5e2704e945
train,cju2wxv0hxs2f09884w48v8fi,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju2wxv0hxs2f09884w48v8fi.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju2wxv0hxs2f09884w48v8fi.jpg,train/images/cju2wxv0hxs2f09884w48v8fi.jpg,train/masks_original/cju2wxv0hxs2f09884w48v8fi.jpg,train/masks_binary/cju2wxv0hxs2f09884w48v8fi.png,e1d21eb7d796e00b3588c62eeb49e0a1f0b5c7201545eb49e4fe987c6e4ae4a5,12cd59603738dcf81179baff73b84334ad018096ead9b15a4da962b4d7263c61
train,cju2wzu8wxtgu09880ku9x1pg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju2wzu8wxtgu09880ku9x1pg.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju2wzu8wxtgu09880ku9x1pg.jpg,train/images/cju2wzu8wxtgu09880ku9x1pg.jpg,train/masks_original/cju2wzu8wxtgu09880ku9x1pg.jpg,train/masks_binary/cju2wzu8wxtgu09880ku9x1pg.png,8f80208af3e9e745d7caa3836ba82d000de755be308415e36ccc3282eccbb481,6f06f49f158f21c9f5236f4e27fc3ede5fd9cc5438987f68b62749be4949a856
train,cju2x7vw87mu30878hye2ca0m,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju2x7vw87mu30878hye2ca0m.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju2x7vw87mu30878hye2ca0m.jpg,train/images/cju2x7vw87mu30878hye2ca0m.jpg,train/masks_original/cju2x7vw87mu30878hye2ca0m.jpg,train/masks_binary/cju2x7vw87mu30878hye2ca0m.png,2cd0d052ade137db1c226f82a28ae60079e12be48b6249dd537c3462e064a428,1e0ad364c021727aed5f7119f23be73d96318b85551ef896fe09025c47a86cee
train,cju2xa3i4y0160988i679zsqd,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju2xa3i4y0160988i679zsqd.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju2xa3i4y0160988i679zsqd.jpg,train/images/cju2xa3i4y0160988i679zsqd.jpg,train/masks_original/cju2xa3i4y0160988i679zsqd.jpg,train/masks_binary/cju2xa3i4y0160988i679zsqd.png,8405a7e208c79dc01decf896d3fc5eed71c4cb2abc33b83a0d84c0c9fa916b21,377b7e606ce0ce03b768782b249a2b8095755cec10f9604f56d7049b3cabe1ae
train,cju2xbk0080y80801eghyddi2,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju2xbk0080y80801eghyddi2.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju2xbk0080y80801eghyddi2.jpg,train/images/cju2xbk0080y80801eghyddi2.jpg,train/masks_original/cju2xbk0080y80801eghyddi2.jpg,train/masks_binary/cju2xbk0080y80801eghyddi2.png,8216df5d4332f6335ac3d8e865543c231c8cfddaf09af9345b753af6edc728c2,900b6ddafa999950474040c133f06610c43d3d519645da028dfd85c0728c6345
train,cju2xd75m82720801q4s4ik3n,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju2xd75m82720801q4s4ik3n.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju2xd75m82720801q4s4ik3n.jpg,train/images/cju2xd75m82720801q4s4ik3n.jpg,train/masks_original/cju2xd75m82720801q4s4ik3n.jpg,train/masks_binary/cju2xd75m82720801q4s4ik3n.png,f8b151699b4955c0fb3e6ac31c9ca8cc421d44a4445008dba4c86bb57d1407d2,cbe80906a5cf139ed6c64405b9ef46b932e0d27061cedd16e2125e48729c4237
train,cju2xf8e5y2wm08359vcgk09b,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju2xf8e5y2wm08359vcgk09b.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju2xf8e5y2wm08359vcgk09b.jpg,train/images/cju2xf8e5y2wm08359vcgk09b.jpg,train/masks_original/cju2xf8e5y2wm08359vcgk09b.jpg,train/masks_binary/cju2xf8e5y2wm08359vcgk09b.png,d453cb76f4448810930fe95f083d6db68c58bf4986f870977d3c85d68e86d122,c554f13c45ad6b3d7a5205ea1110efac7f37d11d0b80d86556585a1dbf190a74
train,cju2xjz2ju8pe0993ysv9wg17,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju2xjz2ju8pe0993ysv9wg17.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju2xjz2ju8pe0993ysv9wg17.jpg,train/images/cju2xjz2ju8pe0993ysv9wg17.jpg,train/masks_original/cju2xjz2ju8pe0993ysv9wg17.jpg,train/masks_binary/cju2xjz2ju8pe0993ysv9wg17.png,b242c6ba2e1da5b970ab2d7601d8900450cb9af4cbdc3c7478b1a961bcd94892,072d8643df048c2d39fd793aa1816c243aced50c2981e6fc0ce5102cbd4f30f2
train,cju2xlcqxy9c60988vjacdznb,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju2xlcqxy9c60988vjacdznb.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju2xlcqxy9c60988vjacdznb.jpg,train/images/cju2xlcqxy9c60988vjacdznb.jpg,train/masks_original/cju2xlcqxy9c60988vjacdznb.jpg,train/masks_binary/cju2xlcqxy9c60988vjacdznb.png,13c189ba8b24a2aee7f94011a3f3670fe4e3282d079ae368bb1c1bf061a32207,bb21f31826163fdb4b94542a878d80234f23df38e85e8adbe2feb91235bfea2e
train,cju2xs6na81t20878pt6nkfip,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju2xs6na81t20878pt6nkfip.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju2xs6na81t20878pt6nkfip.jpg,train/images/cju2xs6na81t20878pt6nkfip.jpg,train/masks_original/cju2xs6na81t20878pt6nkfip.jpg,train/masks_binary/cju2xs6na81t20878pt6nkfip.png,44a836de7b480ebd8cc12c46d5f563b3e7e46f4a24edf2ee1925805946fc2582,0e21d4a22971bf2c6cf7e6c8a6b32938532af9dadb42d78c84fae04d1717c4f9
train,cju2xwm1s84l50799i60mq0pu,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju2xwm1s84l50799i60mq0pu.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju2xwm1s84l50799i60mq0pu.jpg,train/images/cju2xwm1s84l50799i60mq0pu.jpg,train/masks_original/cju2xwm1s84l50799i60mq0pu.jpg,train/masks_binary/cju2xwm1s84l50799i60mq0pu.png,04b7e99f3ad8387c94674a1aae81a5dcbab66b01b4b699c3207916a4859af578,60394754fd6afc056578f8a8f6e9e7b52a0c06f5fcb01ad722d35793575a4440
train,cju2xyd9vyi7m098831qcucse,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju2xyd9vyi7m098831qcucse.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju2xyd9vyi7m098831qcucse.jpg,train/images/cju2xyd9vyi7m098831qcucse.jpg,train/masks_original/cju2xyd9vyi7m098831qcucse.jpg,train/masks_binary/cju2xyd9vyi7m098831qcucse.png,6f0109d5336f39b45ed4fe02e1d027fd2d723ddc0dac1e66411d388c49daf423,e216bb528b494b4d977f39cf4e781575fde2048ed54884f48ac017497e0c9461
train,cju2y0z6g87p10878fpk5d3rq,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju2y0z6g87p10878fpk5d3rq.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju2y0z6g87p10878fpk5d3rq.jpg,train/images/cju2y0z6g87p10878fpk5d3rq.jpg,train/masks_original/cju2y0z6g87p10878fpk5d3rq.jpg,train/masks_binary/cju2y0z6g87p10878fpk5d3rq.png,3c4af28518866005e060a960e71f7caca48a4b2922373ad7778543a6b2aeddd4,c454d9d600ae954b1646792aa5bb0f876e6a2b8fe060be496f23fddd4f08754a
train,cju2y26c588bo07993ksd8eoz,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju2y26c588bo07993ksd8eoz.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju2y26c588bo07993ksd8eoz.jpg,train/images/cju2y26c588bo07993ksd8eoz.jpg,train/masks_original/cju2y26c588bo07993ksd8eoz.jpg,train/masks_binary/cju2y26c588bo07993ksd8eoz.png,c6ba89263dc28ba16da8711be6c3a505c8b143802e85de80bb1c568abed26bf7,3069547b086d5eb1b192843223e457d4fbb95dac83f2872b87564c7b88998a8e
train,cju2y40d8ulqo0993q0adtgtb,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju2y40d8ulqo0993q0adtgtb.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju2y40d8ulqo0993q0adtgtb.jpg,train/images/cju2y40d8ulqo0993q0adtgtb.jpg,train/masks_original/cju2y40d8ulqo0993q0adtgtb.jpg,train/masks_binary/cju2y40d8ulqo0993q0adtgtb.png,4896854094b3dcce130ce5c73759781e152486afa76f287f120614f28baf0b0e,b9baa847e2e0ab2e1ae8187ae20f8071470fad6e8b2ba36ebd25f4a3293e1522
train,cju2y5zas8m7f0801d34g5owq,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju2y5zas8m7f0801d34g5owq.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju2y5zas8m7f0801d34g5owq.jpg,train/images/cju2y5zas8m7f0801d34g5owq.jpg,train/masks_original/cju2y5zas8m7f0801d34g5owq.jpg,train/masks_binary/cju2y5zas8m7f0801d34g5owq.png,3e3826a0230f0feef1655ef96a4cc9481e279dd8c5ba91adc2a6e4d471f7d300,bf54f2e065dd7b7862a74f8daafc7452cf24a727652b6c9ca2a15deb69c5f292
train,cju2y8s56ymqr083541ggdsml,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju2y8s56ymqr083541ggdsml.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju2y8s56ymqr083541ggdsml.jpg,train/images/cju2y8s56ymqr083541ggdsml.jpg,train/masks_original/cju2y8s56ymqr083541ggdsml.jpg,train/masks_binary/cju2y8s56ymqr083541ggdsml.png,c1e855976cc43976b5690e4798e8c59e461b169d0f4b7164adf9efe8103734c4,b1735c37f8765b4e663fee28b4398474803e506f14da13c51d113d0cec286443
train,cju2yb31a8e8u0878wdashg7o,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju2yb31a8e8u0878wdashg7o.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju2yb31a8e8u0878wdashg7o.jpg,train/images/cju2yb31a8e8u0878wdashg7o.jpg,train/masks_original/cju2yb31a8e8u0878wdashg7o.jpg,train/masks_binary/cju2yb31a8e8u0878wdashg7o.png,3a0054de4b47649b79c84c03227cf3f67646409bc8d28d29d0da3ee4d06ecb83,8ae1c2750fe328bf49e82f011af1c01bc934c10fdf0f930658ab0ca85d5d5536
