image_name,split,width,height,number_of_polyps,polygon_points,contour_area,bbox_width,bbox_height,bbox_area
77.png,train,384,288,2,56,1493.00,50,42,2100.00
77.png,train,384,288,2,31,543.50,25,29,725.00
79.png,train,384,288,1,62,1953.00,40,64,2560.00
8.png,train,384,288,1,19,24482.50,295,148,43660.00
80.png,train,384,288,1,62,1231.50,37,46,1702.00
82.png,train,384,288,1,55,3522.50,55,82,4510.00
83.png,train,384,288,1,40,7905.00,115,107,12305.00
84.png,train,384,288,1,54,5128.50,71,92,6532.00
85.png,train,384,288,1,45,5705.00,81,93,7533.00
87.png,train,384,288,1,41,6254.00,87,102,8874.00
88.png,train,384,288,1,44,4407.50,74,78,5772.00
89.png,train,384,288,1,53,4741.00,75,85,6375.00
91.png,train,384,288,1,55,4634.50,77,84,6468.00
95.png,train,384,288,1,42,4437.50,65,90,5850.00
97.png,train,384,288,1,56,3265.50,81,64,5184.00
98.png,train,384,288,1,31,9758.00,121,105,12705.00
99.png,train,384,288,1,43,7163.50,102,90,9180.00
103.png,val,384,288,1,33,9304.50,120,101,12120.00
104.png,val,384,288,1,31,13047.50,104,183,19032.00
121.png,val,384,288,1,27,16768.50,101,269,27169.00
123.png,val,384,288,1,29,15073.50,100,268,26800.00
126.png,val,384,288,1,27,10329.50,81,180,14580.00
128.png,val,384,288,1,37,6042.50,106,77,8162.00
139.png,val,384,288,1,29,20145.00,173,149,25777.00
140.png,val,384,288,1,31,22547.00,187,156,29172.00
142.png,val,384,288,1,24,24295.50,176,185,32560.00
150.png,val,384,288,1,36,8337.00,123,85,10455.00
151.png,val,384,288,1,45,6717.50,106,81,8586.00
16.png,val,384,288,1,21,7717.50,128,109,13952.00
163.png,val,384,288,1,39,5033.00,91,104,9464.00
165.png,val,384,288,1,33,7197.00,85,125,10625.00
17.png,val,384,288,1,17,14693.50,199,114,22686.00
171.png,val,384,288,1,46,5080.00,88,85,7480.00
172.png,val,384,288,1,55,3015.50,71,56,3976.00
18.png,val,384,288,1,25,11429.00,202,79,15958.00
183.png,val,384,288,1,62,3172.00,72,59,4248.00
184.png,val,384,288,1,65,3065.00,69,57,3933.00
185.png,val,384,288,1,46,4777.00,88,71,6248.00
189.png,val,384,288,1,46,5035.50,91,73,6643.00
192.png,val,384,288,1,40,1380.00,46,40,1840.00
193.png,val,384,288,1,73,2288.00,59,53,3127.00
20.png,val,384,288,1,26,17788.00,255,118,30090.00
201.png,val,384,288,1,38,5758.50,93,84,7812.00
213.png,val,384,288,1,27,15874.00,285,123,35055.00
214.png,val,384,288,1,27,10339.00,249,95,23655.00
226.png,val,384,288,1,42,5095.50,110,64,7040.00
227.png,val,384,288,1,45,2904.00,91,50,4550.00
230.png,val,384,288,1,33,21955.00,148,211,31228.00
242.png,val,384,288,1,29,12938.00,115,172,19780.00
246.png,val,384,288,1,29,12069.00,87,196,17052.00
249.png,val,384,288,1,36,10473.50,81,178,14418.00
25.png,val,384,288,1,25,50314.00,303,258,78174.00
257.png,val,384,288,1,28,26504.50,242,180,43560.00
275.png,val,384,288,1,31,25637.50,279,173,48267.00
276.png,val,384,288,1,31,21719.50,276,164,45264.00
277.png,val,384,288,1,32,14924.50,240,150,36000.00
282.png,val,384,288,1,52,3992.00,81,65,5265.00
292.png,val,384,288,1,55,2325.50,67,45,3015.00
294.png,val,384,288,1,57,3688.50,81,60,4860.00
295.png,val,384,288,1,57,3468.50,78,58,4524.00
298.png,val,384,288,1,43,6622.00,74,138,10212.00
30.png,val,384,288,1,37,8864.00,130,89,11570.00
300.png,val,384,288,1,28,8183.00,81,149,12069.00
301.png,val,384,288,1,40,5843.00,70,121,8470.00
304.png,val,384,288,1,37,9542.50,89,163,14507.00
309.png,val,384,288,1,50,5051.00,79,85,6715.00
31.png,val,384,288,1,38,8193.00,122,86,10492.00
313.png,val,384,288,1,29,6498.50,110,92,10120.00
314.png,val,384,288,1,34,8485.00,99,141,13959.00
324.png,val,384,288,1,53,6267.00,104,80,8320.00
326.png,val,384,288,1,62,3924.50,75,71,5325.00
341.png,val,384,288,1,61,2336.50,63,48,3024.00
342.png,val,384,288,1,28,7837.50,112,98,10976.00
343.png,val,384,288,1,25,7183.50,155,65,10075.00
345.png,val,384,288,1,29,12497.00,148,126,18648.00
346.png,val,384,288,1,45,3751.00,65,79,5135.00
348.png,val,384,288,1,20,22735.00,208,139,28912.00
352.png,val,384,288,1,21,3904.50,160,42,6720.00
354.png,val,384,288,1,29,7528.00,141,82,11562.00
355.png,val,384,288,1,30,9622.00,89,203,18067.00
366.png,val,384,288,1,64,1893.50,58,45,2610.00
37.png,val,384,288,1,40,7754.50,116,85,9860.00
374.png,val,384,288,1,59,1238.00,49,34,1666.00
389.png,val,384,288,1,18,21109.00,147,216,31752.00
39.png,val,384,288,1,46,4130.00,90,58,5220.00
390.png,val,384,288,1,25,17909.50,115,202,23230.00
399.png,val,384,288,1,33,11763.50,113,145,16385.00
409.png,val,384,288,1,18,28366.00,253,143,36179.00
412.png,val,384,288,1,38,6704.00,94,103,9682.00
413.png,val,384,288,1,42,6646.50,88,108,9504.00
416.png,val,384,288,1,30,14142.50,160,141,22560.00
426.png,val,384,288,1,27,9463.50,126,115,14490.00
43.png,val,384,288,1,48,5400.50,103,70,7210.00
431.png,val,384,288,1,40,6180.00,87,103,8961.00
432.png,val,384,288,1,39,8752.50,105,120,12600.00
435.png,val,384,288,1,35,7625.50,94,111,10434.00
440.png,val,384,288,1,38,5768.50,70,121,8470.00
448.png,val,384,288,1,52,6210.00,94,98,9212.00
449.png,val,384,288,1,57,4765.00,80,85,6800.00
45.png,val,384,288,1,53,6150.00,106,76,8056.00
464.png,val,384,288,1,41,8360.50,98,114,11172.00
467.png,val,384,288,1,34,9561.50,159,189,30051.00
469.png,val,384,288,1,32,13097.50,166,186,30876.00
486.png,val,384,288,1,44,5575.00,95,87,8265.00
489.png,val,384,288,1,25,31747.50,212,202,42824.00
494.png,val,384,288,1,26,17755.00,174,137,23838.00
496.png,val,384,288,1,29,18646.00,164,150,24600.00
512.png,val,384,288,1,41,6472.50,99,97,9603.00
517.png,val,384,288,1,36,8232.50,113,102,11526.00
521.png,val,384,288,1,37,9980.00,133,106,14098.00
522.png,val,384,288,1,46,7330.50,114,86,9804.00
525.png,val,384,288,1,32,10758.50,134,105,14070.00
533.png,val,384,288,1,50,4621.00,58,109,6322.00
553.png,val,384,288,2,48,6388.50,106,80,8480.00
553.png,val,384,288,2,52,1303.50,40,45,1800.00
554.png,val,384,288,2,38,7131.50,108,85,9180.00
554.png,val,384,288,2,59,1501.00,42,49,2058.00
555.png,val,384,288,2,41,6013.50,105,77,8085.00
555.png,val,384,288,2,62,1154.50,40,43,1720.00
56.png,val,384,288,1,54,2737.00,59,60,3540.00
565.png,val,384,288,2,46,7559.00,106,85,9010.00
565.png,val,384,288,2,65,1602.00,45,47,2115.00
573.png,val,384,288,1,61,2375.50,67,55,3685.00
577.png,val,384,288,1,27,5346.50,217,91,19747.00
581.png,val,384,288,1,24,18212.50,261,123,32103.00
585.png,val,384,288,1,55,2320.50,70,59,4130.00
594.png,val,384,288,1,47,4276.00,108,57,6156.00
601.png,val,384,288,1,52,5835.50,122,66,8052.00
607.png,val,384,288,1,56,1871.50,35,70,2450.00
608.png,val,384,288,1,36,2689.00,94,39,3666.00
64.png,val,384,288,1,57,1202.00,37,44,1628.00
65.png,val,384,288,1,50,1305.00,40,43,1720.00
68.png,val,384,288,1,44,6431.00,132,83,10956.00
73.png,val,384,288,3,61,1274.50,46,39,1794.00
73.png,val,384,288,3,52,1200.00,49,42,2058.00
73.png,val,384,288,3,30,478.00,28,27,756.00
74.png,val,384,288,3,55,1662.00,67,34,2278.00
74.png,val,384,288,3,44,765.00,36,37,1332.00
74.png,val,384,288,3,23,167.00,16,16,256.00
78.png,val,384,288,1,54,1872.00,58,43,2494.00
81.png,val,384,288,1,41,7229.00,131,105,13755.00
86.png,val,384,288,1,40,5981.00,84,98,8232.00
9.png,val,384,288,1,18,13956.50,267,105,28035.00
90.png,val,384,288,1,54,4983.50,79,87,6873.00
92.png,val,384,288,1,55,3852.00,63,82,5166.00
93.png,val,384,288,1,57,3807.00,63,80,5040.00
94.png,val,384,288,1,46,4325.00,66,93,6138.00
96.png,val,384,288,1,49,4124.50,64,85,5440.00
